Subcategory,Audio Name,Questions,Concerns,Emotions,Preferences
EMI & Loan,d80baf4fb6d15739c46073df8bcb17cq.mp3,['Can You tell me those detail?'],['Payment details and schedule'],['Interested'],"['Interested in payment terms and schedule', 'Interested in loan and funding options']"
EMI & Loan,1685336846.21197.mp3,,['Details regarding the funding and loan options'],['Interest and engagement in discussing funding and loan options'],['Interest in funding options and loan details']
EMI & Loan,c028b350faee862d031c7034067d177d.mp3,,"['Preference for east-facing', 'Budget constraints', 'Pre-EMI offers and reimbursement details']","['Satisfaction with the reimbursement period', 'Confusion about availability and preferences', 'Excitement about the pre-EMI offer']",['Interest in Pre-EMI offers']
EMI & Loan,1686720789.604045.mp3,,"['Concern about the loan options and interest reimbursement', 'Concern about financing for the project', 'Concern about the location premium and appreciation of the property']","['Overall, the customer appears to be evaluating the project carefully and considering various factors before making a decision', 'The customer seems concerned about the financial aspects and long-term benefits of investing in the project']","['Interest in the amenities provided in the project such as guest rooms, indoor games, walking track, etc.', 'Interest in pre-offer options and single tower projects', 'Preference for projects with good location premium and potential for appreciation', 'Interest in the pricing and budget details of the project']"
EMI & Loan,3020b55d4d5a3ff6d645022a3d2117br.mp3,,"['Budget-friendliness of the chosen size of the property.', 'Negotiating prices for car parking and amenities.', 'Understanding mortgage units and cash flow for down payment.', 'Down payment requirements and bank loan eligibility.']","['Interest: shown in discussing budget-friendly options and negotiating prices.', 'Concern: regarding down payment and bank loan eligibility.', 'Confusion: indicated by difficulty in finding browser link and understanding additional charges.']","['Desire to understand mortgage units and financial implications for a property purchase.', 'Preference for negotiating prices, especially in terms of car parking and amenities.', 'Interest in budget-friendly options for property size.']"
EMI & Loan,1683185024.2336428.mp3,,['Budget constraints and financial implications.'],['Interest in the details of the property and surrounding developments.'],['Interest in knowing about the pricing and charges.']
EMI & Loan,b227196f1ef203f0138b2558d8af17cf.mp3,,['Planning to take a loan for the apartment'],['Excited about planning to take a loan and visit the site'],
EMI & Loan,3dcc77858bb5469bf1ad6cb1343d179q.mp3,,['Concern about the financial implications of purchasing a property in Hyderabad while also considering a property in Bangalore.'],['The customer seems interested in exploring options but also cautious about financial commitments in both Hyderabad and Bangalore.'],
EMI & Loan,bc66a9a766444ea89237084f30861791.mp3,,"['Concern about the apartment availability and decision-making', 'Concern about the final price rate and negotiability', 'Concern about the suggestion for selecting the right apartment tower']","['The customer seems interested and engaged in the conversation, asking relevant questions and seeking clarification on various aspects.']",['Interest in receiving suggestions for selecting the right apartment tower']
EMI & Loan,1684134893.70736.mp3,,"['Clarification on the offers and bank tie-ups', 'Concern about the return on investment']","['Interest in the pricing and negotiation options', 'Satisfaction with the potential return on investment']","['Interest in the construction progress and future plans', 'Preference for offers that reduce financial burden', 'Interest in potential savings and return on investment']"
EMI & Loan,d167232a21d31907647f9570b2fe1781.mp3,,['Meeting schedule and arrangements'],"['Satisfaction with meeting arrangements', 'Curiosity about project details and pricing']",
EMI & Loan,1684902583.462799.mp3,,"['Offer of no pre-EMA for home loan till handover in November', 'Availability of east facing and west facing units']","['Interested in the floor plans and availability', 'Curious about the property details and offerings']",
EMI & Loan,dc4c6da7e6b4ffb11d24ac9b273217ab.mp3,,"['Customer concerns about the total cost, seeking clarification if government stamp and GST are included or separate.']",,
EMI & Loan,f817a69357a8ee72a6c7504c88cc17am.mp3,,['Concern about the distance of the ASBL spectra project from the financial district'],['Customer seems concerned about the distance and cost factors'],['Customer prefers to visit the site on November 1st Sunday for the financial district and Kokapet locations']
EMI & Loan,2eb59febc7943a2436d0c147005d178b.mp3,,,"['Interested in the pricing details and negotiation possibilities', 'Slightly overwhelmed by the various charges mentioned and seeking clarity through a site visit']","['Preference for clarity on the pricing and charges before making a decision', 'Preference for negotiating prices and charges for the property']"
EMI & Loan,1680252308.1524494.mp3,,,['Interested in investment purpose'],
EMI & Loan,035f8423e56b19725157bf016e0d17a7.mp3,,,['Interest in the cost and available area'],
EMI & Loan,1684401675.765035.mp3,,,['Customer is considering various options and weighing the pros and cons carefully'],
EMI & Loan,1687776600.221583.mp3,,,['The customer appears to be interested in potentially investing in real estate and seeking further details for decision-making.'],
